1997-07-24,GVA,19.62,20,19.56,20,60900,1997
1997-09-29,GGT,5.46,5.55,5.46,5.59,13200,1997
1997-06-20,GAM,23.5,23.62,23.5,23.75,141300,1997
1997-09-05,GTC,162.08,163.15,162.08,164.44,0,1997
1997-06-12,GCH,12.5,12.34,12.25,12.59,106600,1997
1997-08-26,GR,39.09,39.14,38.91,39.2,274200,1997
1997-04-02,GAB,6.96,6.87,6.87,7.05,484900,1997
1997-08-06,GY,13.66,13.97,13.6,13.97,224100,1997
1997-01-16,GFF,12.5,12.38,12.38,12.5,9500,1997
1997-10-07,GEO,35.25,35.25,34.88,35.25,846400,1997
1997-04-23,GDF,13.88,13.75,13.75,14,53000,1997
1997-10-15,GIS,64.85,65.15,64.8,65.5,620400,1997
1997-01-14,GTI,37.12,37.63,37.12,37.63,33300,1997
1997-04-30,GEO,16.25,15.88,15.62,16.37,328200,1997
1997-12-03,GLF,34.5,34.44,34.44,34.5,1200,1997
1997-06-30,GD,72.69,71.5,71.26,73.05,480800,1997
1997-02-03,GPS,28.87,28.87,28.62,29.12,5022000,1997
1997-08-11,GE,67.06,67.62,65.56,67.62,1.56E+07,1997
1997-07-28,GDP,0.69,0.69,0.63,0.69,1700,1997
1997-06-09,GHI,10.12,10.12,10.12,10.21,75300,1997
1997-11-28,GF,8.84,9.31,8.84,9.31,59800,1997
1997-11-13,GBX,16.44,16.56,16.44,16.56,21400,1997
1997-11-26,GD,81.3,82.5,81.12,82.62,373600,1997
1997-08-20,GIS,62.73,62.55,62.08,62.73,912800,1997
1997-09-03,GFF,14.94,14.87,14.75,15.13,38000,1997
1997-09-09,GES,9,9.12,9,9.25,111000,1997
1997-04-08,GCV,7.02,7.11,7.02,7.11,10800,1997
1997-11-26,GGT,5.71,5.67,5.67,5.71,17000,1997
1997-12-03,GPI,10.69,10.5,10.06,10.75,25700,1997
1997-09-30,GMT,62.29,62.63,61.65,62.81,257600,1997
1997-08-04,GD,80.5,80.68,80.38,80.86,767200,1997
1997-02-19,GCI,79.54,79.78,79.18,80.5,599400,1997
1997-04-14,GCV,7.11,7.11,7.02,7.11,14200,1997
1997-02-21,GGG,34.63,32.75,32,34.63,87100,1997
1997-01-03,GF,7.75,7.82,7.75,7.9,116400,1997
1997-01-16,GVA,23.5,23,22.75,23.5,36900,1997
1997-12-18,GXP,28.69,29.06,28.69,29.06,173500,1997
1997-11-05,GG,5.5,5.25,5.13,5.5,5600,1997
1997-04-24,GAS,29.64,29.64,29.31,29.98,74800,1997
1997-12-29,GTI,39.62,39.06,38.81,39.62,40000,1997
1997-09-15,GAP,25.26,25.62,25.26,25.62,104500,1997
1997-10-10,GCO,14,13.75,13.56,14,66200,1997
1997-07-17,GY,14.55,14.61,14.49,14.83,645900,1997
1997-07-14,GSH,17.11,17.17,17.11,17.27,20000,1997
1997-07-09,GGG,31,30.25,30.25,31.12,122000,1997
1997-05-30,GWR,27.75,26.5,26.25,27.75,24300,1997
1997-10-29,GWW,86.44,85.77,85.65,86.74,355200,1997
1997-01-06,GDI,33,33.13,33,33.75,54600,1997
1997-02-03,GR,37.11,37.11,36.89,37.45,333800,1997
1997-09-10,GEO,27.5,27.19,27,27.5,238400,1997
1997-12-11,GIM,6.11,6.11,6.11,6.16,192100,1997
1997-05-08,GCI,86.52,86.88,86.52,87.6,611600,1997
1997-05-05,GCH,11.41,11.57,11.41,11.57,48900,1997
1997-06-23,GTC,138.73,136.68,136.61,139.33,0,1997
1997-11-13,GWR,25,24.75,24.75,25.25,6000,1997
1997-02-14,GPS,33.5,33.25,33.25,33.5,3250100,1997
1997-03-03,GRR,11.01,11.01,10.89,11.14,54000,1997
1997-05-06,GAM,21.75,21.75,21.75,21.88,26000,1997
1997-08-27,GPC,28.5,28.33,28.21,28.61,219900,1997
1997-07-25,GRR,11.15,11.27,11.15,11.27,52600,1997
1997-06-09,GAM,22.62,22.88,22.62,22.88,39900,1997
1997-12-24,GPS,34.75,33.44,32.94,34.75,2159300,1997
1997-07-21,GVA,20.5,20.37,20.25,20.56,26100,1997
1997-10-03,GF,9.47,9.54,9.43,9.58,88500,1997
1997-01-03,GPC,40.32,40.44,40.21,40.55,568000,1997
1997-10-02,GPX,13,13.06,13,13.06,24000,1997
1997-04-30,GCI,83.27,83.99,83.27,84.59,665600,1997
1997-08-12,GF,8.96,8.96,8.96,9.03,45700,1997
1997-05-21,GXP,28.87,28.87,28.87,29,53800,1997
1997-08-14,GIS,64.43,64.19,63.25,64.48,577600,1997
1997-11-11,GWW,88.39,87.42,86.97,88.7,261200,1997
1997-09-17,GAP,26.1,26.04,26.04,26.28,88500,1997
1997-09-24,GTC,166.16,163.49,163.21,166.84,0,1997
1997-12-30,GLF,29,31,29,31,6600,1997
1997-12-31,GRB,19.14,19.2,19.08,19.2,21800,1997
1997-08-26,GFF,14.38,14.5,14.38,14.56,73600,1997
1997-04-01,GIM,5.6,5.5,5.5,5.89,511000,1997
1997-03-07,GT,52.75,53.38,52.75,53.5,588000,1997
1997-10-03,GAS,34.91,34.86,34.8,35.54,80100,1997
1997-05-15,GEO,17,18.88,16.88,19,634000,1997
