1996-02-20,GAB,6.17,6.17,6.09,6.3,272700,1996
1996-12-02,GGG,25.75,25.75,25.5,25.75,102800,1996
1996-06-11,GAS,23.82,23.82,23.6,24.03,23700,1996
1996-03-20,GET,24.55,24.55,24.32,24.55,81100,1996
1996-07-23,GLT,15.47,15.57,15.25,15.57,22700,1996
1996-08-13,GCI,65.69,65.93,65.57,66.28,878200,1996
1996-08-28,GSH,16.59,16.59,16.48,16.69,20100,1996
1996-05-07,GNI,32.69,32.77,32.69,32.77,2100,1996
1996-05-23,GEF,25.19,25.19,24.71,25.19,51000,1996
1996-12-06,GPS,30.62,31.25,30.62,31.75,3801600,1996
1996-09-17,GG,9.75,9.75,9.75,9.75,7800,1996
1996-02-21,GLW,34,34.38,33.88,34.38,1112400,1996
1996-12-12,GVA,19.5,20,19.5,20.25,36600,1996
1996-12-31,GFI,10.25,10,10,10.38,25300,1996
1996-02-05,GRT,16,16,15.88,16.37,192200,1996
1996-01-19,GT,43.25,43.5,43.13,43.75,367200,1996
1996-07-01,GDF,13.13,13.13,13,13.13,24700,1996
1996-06-07,GCV,6.85,6.76,6.76,6.85,12800,1996
1996-11-05,GPC,39.36,39.47,39.25,39.91,357000,1996
1996-02-22,GTY,14.63,14.63,14.63,14.88,13600,1996
1996-09-18,GWW,68.32,67.84,67.61,68.32,264400,1996
1996-05-31,GGC,32.3,32.3,32.3,32.65,3700,1996
1996-09-05,GY,6.66,6.72,6.6,6.72,19400,1996
1996-10-30,GAB,6.51,6.51,6.42,6.51,149200,1996
1996-01-12,GT,43.88,43.88,43.38,44,420400,1996
1996-03-08,GPC,37.01,36.68,36.46,37.01,233600,1996
1996-08-05,GFI,14.05,14,13.88,14.13,84700,1996
1996-03-06,GPC,37.77,37.55,37.22,37.88,260000,1996
1996-10-31,GFI,13.13,13.19,13.13,13.19,14200,1996
1996-06-14,GTY,13.75,13.75,13.75,13.75,300,1996
